date,EE,LT,LV,AT,BE,FR,GER,NL,PL,DK1,DK2,FI,NO1,NO2,NO3,NO4,NO5,SE1,SE2,SE3,SE4
2026-02-17 23:15:00,63.0,63.0,63.0,88.01,88.01,80.8,88.01,88.01,88.01,88.01,88.01,63.0,88.01,88.01,88.01,63.0,88.01,63.0,63.0,63.0,63.0
2026-02-17 23:30:00,56.7,56.7,56.7,87.45,87.45,81.83,87.45,87.45,87.45,87.45,87.45,56.7,87.45,87.45,87.45,64.2,87.45,56.7,56.7,56.7,56.7
2026-02-17 23:45:00,84.86,84.86,84.86,84.86,84.86,49.97,84.86,84.86,92.46,84.86,87.5,104.84,89.1,89.1,87.4,74.74,89.1,74.74,74.74,74.74,74.74
2026-02-18 00:00:00,82.31,82.31,82.31,82.31,65.27,65.27,82.31,63.37,107.62,103.0,82.31,42.25,184.95,82.31,62.87,42.25,101.5,42.25,42.25,59.74,61.54
2026-02-18 00:15:00,75.0,75.0,75.0,75.38,72.17,62.02,75.38,72.17,107.63,88.35,75.38,23.33,182.95,75.38,75.81,75.81,101.5,23.33,23.33,59.74,75.0
2026-02-18 00:30:00,65.15,65.15,65.15,90.7,90.7,43.43,90.7,90.7,107.62,91.0,90.7,46.77,182.3,90.7,62.87,46.77,90.7,46.77,46.77,65.15,65.15
2026-02-18 00:45:00,86.9,86.9,86.9,91.12,91.12,15.41,91.12,91.12,107.63,92.17,91.12,52.09,180.15,91.12,91.12,52.09,91.12,52.09,52.09,52.09,86.9
2026-02-18 01:00:00,82.83,82.83,82.83,83.1,83.1,40.6,83.1,83.1,107.62,100.0,83.1,35.11,179.8,83.1,76.43,76.43,98.5,35.11,35.11,65.15,82.83
2026-02-18 01:15:00,72.65,72.65,72.65,85.47,85.47,20.0,85.47,85.47,107.62,85.47,85.47,44.23,179.35,85.47,85.47,85.47,85.47,44.23,44.23,46.08,72.65
2026-02-18 01:30:00,83.81,83.81,83.81,83.81,83.81,42.62,83.81,83.81,99.96,83.81,83.81,60.59,178.95,83.81,116.02,96.4,174.7,60.59,60.59,61.94,83.81
2026-02-18 01:45:00,87.62,87.62,87.62,87.62,87.62,19.64,87.62,87.62,107.63,87.62,87.62,66.39,176.7,87.62,87.62,66.39,87.62,66.39,66.39,70.13,87.62
2026-02-18 02:00:00,79.31,79.31,79.31,79.31,79.31,53.49,79.31,79.31,102.19,79.31,79.31,57.56,176.25,79.31,105.76,95.2,105.76,57.56,57.56,57.56,79.31
2026-02-18 02:15:00,70.55,70.55,70.55,80.23,80.23,24.27,80.23,80.23,107.62,80.23,80.23,63.09,83.69,80.23,83.69,83.69,83.69,63.09,63.09,70.55,70.55
2026-02-18 02:30:00,70.55,70.55,70.55,84.08,84.08,27.88,84.08,84.08,106.44,84.08,84.08,68.0,84.08,84.08,84.08,68.0,84.08,68.0,68.0,70.55,70.55
2026-02-18 02:45:00,90.32,90.32,90.32,91.69,91.69,4.36,91.69,91.69,107.62,91.69,91.69,63.93,91.69,91.69,91.69,63.93,91.69,63.93,63.93,63.93,90.32
2026-02-18 03:00:00,65.15,65.15,65.15,85.78,85.78,27.59,85.78,85.78,103.12,85.78,85.78,55.1,96.8,85.78,96.8,96.8,96.8,55.1,55.1,65.15,65.15
2026-02-18 03:15:00,55.1,55.1,55.1,82.62,82.62,14.38,82.62,82.62,96.57,82.62,82.62,55.1,82.62,82.62,82.62,82.62,82.62,55.1,55.1,55.1,55.1
2026-02-18 03:30:00,55.1,55.1,55.1,83.64,83.64,6.25,83.64,83.64,104.0,83.64,83.64,55.1,83.64,83.64,83.64,83.64,83.64,55.1,55.1,55.1,55.1
2026-02-18 03:45:00,70.85,70.85,70.85,87.95,87.95,3.78,87.95,87.95,107.52,87.95,87.95,70.85,94.6,87.95,94.6,70.85,94.6,70.85,70.85,70.85,70.85
2026-02-18 04:00:00,55.1,55.1,55.1,84.22,84.22,25.81,84.22,84.22,107.62,84.22,84.22,55.1,84.22,84.22,84.22,84.22,84.22,55.1,55.1,55.1,55.1
2026-02-18 04:15:00,62.98,62.98,62.98,87.4,87.4,26.56,87.4,87.4,96.57,87.4,87.4,62.98,87.4,87.4,87.4,62.98,87.4,62.98,62.98,62.98,62.98
2026-02-18 04:30:00,93.96,93.96,93.96,93.96,93.96,4.65,93.96,93.96,106.61,93.96,93.96,70.85,93.96,93.96,93.96,70.85,93.96,70.85,70.85,93.96,93.96
2026-02-18 04:45:00,96.9,96.9,96.9,96.9,96.9,0.97,96.9,96.9,102.49,96.9,96.9,78.72,96.9,96.9,96.9,78.72,96.9,78.72,78.72,96.9,96.9
2026-02-18 05:00:00,97.8,97.8,97.8,97.8,97.8,29.46,97.8,97.8,97.8,97.8,97.8,70.85,97.8,97.8,97.8,70.85,97.8,70.85,70.85,70.85,97.8
2026-02-18 05:15:00,101.06,101.06,101.06,101.06,101.06,26.86,101.06,101.06,101.06,101.06,101.06,70.85,101.06,101.06,101.06,70.85,101.06,70.85,70.85,101.06,101.06
2026-02-18 05:30:00,103.28,103.28,103.28,103.28,103.28,29.47,103.28,103.28,103.28,103.28,103.28,70.85,103.28,103.28,103.28,70.85,103.28,70.85,70.85,103.28,103.28
2026-02-18 05:45:00,109.67,109.67,109.67,109.67,109.67,5.0,109.67,109.67,111.21,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67,109.67
2026-02-18 06:00:00,114.0,114.0,114.0,114.0,51.7,33.04,114.0,86.5,105.51,114.0,114.0,86.6,114.0,114.0,114.0,86.6,114.0,86.6,86.6,114.0,114.0
2026-02-18 06:15:00,125.8,125.8,125.8,125.8,65.87,30.73,125.8,109.4,125.8,125.8,125.8,94.47,125.8,125.8,125.8,125.8,125.8,82.65,125.8,125.8,125.8
2026-02-18 06:30:00,137.07,137.07,137.07,137.07,103.89,8.62,137.07,119.6,137.07,137.07,137.07,102.34,137.07,137.07,137.07,137.07,137.07,102.34,137.07,137.07,137.07
2026-02-18 06:45:00,153.0,153.0,153.0,153.0,106.54,20.0,153.0,130.68,153.0,153.0,153.0,118.09,153.0,153.0,153.0,153.0,153.0,118.09,153.0,153.0,153.0
2026-02-18 07:00:00,186.92,186.92,186.92,144.62,117.8,36.39,144.62,144.62,186.92,144.62,186.92,118.09,144.62,144.62,144.62,144.62,144.62,118.09,144.62,144.62,186.92
2026-02-18 07:15:00,203.16,203.16,203.16,172.31,93.8,60.39,172.31,151.8,203.16,172.31,229.8,141.71,172.31,172.31,172.31,172.31,172.31,141.0,172.31,172.31,180.97
2026-02-18 07:30:00,181.59,181.59,181.59,181.59,134.81,76.36,181.59,181.59,209.32,181.59,218.77,181.59,181.59,181.59,181.59,181.59,181.59,181.59,181.59,181.59,203.77
2026-02-18 07:45:00,227.14,227.14,227.14,196.25,147.4,80.48,196.25,196.25,227.14,196.25,227.14,196.25,196.25,196.25,196.25,196.25,196.25,196.25,196.25,196.25,227.14
2026-02-18 08:00:00,206.76,206.76,206.76,206.76,145.5,97.58,206.76,206.76,206.76,206.76,206.76,181.07,206.76,206.76,206.76,181.07,206.76,181.07,181.07,206.76,206.76
2026-02-18 08:15:00,201.57,201.57,201.57,201.57,147.27,92.5,201.57,181.03,201.57,201.57,219.65,176.11,201.57,201.57,201.57,201.57,201.57,157.5,201.57,201.57,201.57
2026-02-18 08:30:00,182.79,182.79,182.79,182.79,135.23,82.98,182.79,160.2,182.79,182.79,221.0,165.32,182.79,182.79,182.79,182.79,182.79,139.5,182.79,182.79,182.79
2026-02-18 08:45:00,162.69,162.69,162.69,162.69,132.0,75.02,162.69,137.98,162.69,162.69,292.96,157.45,162.69,162.69,162.69,162.69,162.69,121.5,162.69,162.69,162.69
2026-02-18 09:00:00,159.64,159.64,159.64,159.64,129.76,78.23,159.64,147.97,159.64,159.64,185.38,159.64,159.64,159.64,159.64,159.64,159.64,112.5,159.64,159.64,159.64
2026-02-18 09:15:00,163.49,163.49,163.49,149.06,117.72,45.37,149.06,125.3,149.06,149.06,203.0,158.38,153.12,149.06,161.0,161.0,153.12,112.5,161.0,161.0,163.49
2026-02-18 09:30:00,170.45,170.45,170.45,136.29,118.1,64.55,136.29,118.1,136.29,136.29,297.9,168.51,168.51,136.29,168.51,168.51,168.51,121.5,168.51,168.51,170.45
2026-02-18 09:45:00,167.0,167.0,167.0,115.0,104.69,35.05,115.0,104.69,115.0,115.0,206.0,167.0,138.75,115.0,167.0,167.0,138.75,133.5,167.0,167.0,167.0
2026-02-18 10:00:00,167.8,167.8,167.8,134.89,134.89,63.65,134.89,134.89,134.89,134.89,187.29,167.8,134.89,134.89,167.8,258.4,155.0,124.5,167.8,167.8,167.8
2026-02-18 10:15:00,173.17,173.17,173.17,116.53,116.53,48.07,116.53,116.53,116.53,122.96,173.17,173.17,117.55,116.53,173.17,255.9,150.45,121.5,173.17,173.17,173.17
2026-02-18 10:30:00,175.65,175.65,175.65,114.83,102.4,32.19,114.83,102.4,114.83,114.83,175.65,175.65,110.55,110.55,175.65,261.4,154.25,142.5,175.65,175.65,175.65
2026-02-18 10:45:00,175.96,175.96,175.96,117.27,79.9,4.33,117.27,79.9,117.27,117.27,175.96,175.96,109.55,98.24,175.96,247.15,132.75,142.5,175.96,175.96,175.96
2026-02-18 11:00:00,141.27,141.27,141.27,119.44,103.61,22.77,119.44,103.61,119.44,119.44,163.01,141.27,141.27,103.88,141.27,223.5,141.27,112.5,141.27,141.27,141.27
2026-02-18 11:15:00,137.56,137.56,137.56,115.83,87.52,6.06,115.83,87.52,115.83,115.83,137.56,137.56,137.56,100.55,137.56,216.6,137.56,111.0,137.56,137.56,137.56
2026-02-18 11:30:00,126.41,126.41,126.41,113.09,90.73,25.08,113.09,90.73,113.09,113.09,126.41,126.41,126.41,98.75,126.41,209.95,126.41,103.5,126.41,126.41,126.41
2026-02-18 11:45:00,114.76,114.76,114.76,104.17,78.14,38.09,104.17,78.14,104.17,104.17,114.76,114.76,114.76,96.7,114.76,213.0,114.76,109.5,114.76,114.76,114.76
2026-02-18 12:00:00,141.97,141.97,141.97,111.53,98.97,16.3,111.53,98.97,111.53,111.53,141.97,141.97,141.97,104.58,141.97,227.2,141.97,141.97,141.97,141.97,141.97
2026-02-18 12:15:00,131.94,131.94,131.94,109.47,85.0,4.6,109.47,85.0,109.47,109.47,131.94,131.94,131.94,109.47,131.94,223.15,131.94,131.94,131.94,131.94,131.94
2026-02-18 12:30:00,131.0,131.0,131.0,109.26,74.23,28.04,109.26,74.23,109.26,109.26,131.0,131.0,131.0,109.26,131.0,216.6,131.0,121.5,131.0,131.0,131.0
2026-02-18 12:45:00,127.81,127.81,127.81,104.05,61.79,27.06,104.05,61.79,104.05,104.05,127.81,127.81,127.81,104.05,127.81,211.45,127.81,127.81,127.81,127.81,127.81
2026-02-18 13:00:00,133.5,133.5,133.5,111.28,83.5,0.91,111.28,83.5,111.28,111.28,133.5,133.5,133.5,111.28,133.5,212.65,133.5,121.35,133.5,133.5,133.5
2026-02-18 13:15:00,117.66,117.66,117.66,109.01,71.93,0.91,109.01,71.93,109.01,109.01,117.66,117.66,117.66,109.01,117.66,211.8,117.66,117.66,117.66,117.66,117.66
2026-02-18 13:30:00,126.84,126.84,126.84,106.21,73.44,0.91,106.21,73.44,106.21,106.21,126.84,126.84,126.84,106.21,126.84,211.8,126.84,126.84,126.84,126.84,126.84
2026-02-18 13:45:00,126.0,126.0,126.0,102.34,67.13,0.01,102.34,67.13,102.34,102.34,126.0,126.0,126.0,102.34,126.0,211.8,126.0,126.0,126.0,126.0,126.0
2026-02-18 14:00:00,132.53,132.53,132.53,105.39,65.51,0.0,105.39,65.51,105.39,105.39,132.53,132.53,112.46,105.39,132.53,211.8,112.46,132.53,132.53,132.53,132.53
2026-02-18 14:15:00,133.73,133.73,133.73,108.2,69.37,0.0,108.2,69.37,108.2,108.2,133.73,133.73,112.27,108.2,133.73,211.8,112.27,109.5,133.73,133.73,133.73
2026-02-18 14:30:00,133.21,133.21,133.21,112.16,76.82,0.0,112.16,75.7,112.16,112.16,133.21,133.21,112.16,112.16,133.21,211.45,128.34,111.0,133.21,133.21,133.21
2026-02-18 14:45:00,136.6,136.6,136.6,114.25,85.06,0.0,114.25,85.06,114.25,114.25,136.6,136.6,120.03,114.25,136.6,212.0,136.6,109.5,136.6,136.6,136.6
2026-02-18 15:00:00,124.99,124.99,124.99,112.68,57.1,16.8,112.68,59.44,112.68,112.68,124.99,124.99,124.99,112.68,124.99,207.45,124.99,97.5,124.99,124.99,124.99
2026-02-18 15:15:00,200.31,200.31,200.31,111.74,74.65,18.61,111.74,80.66,111.74,111.74,128.24,128.24,128.24,111.74,128.24,211.45,128.24,100.5,128.24,128.24,128.24
2026-02-18 15:30:00,200.31,200.31,200.31,124.6,85.55,0.0,124.6,92.0,128.59,124.6,137.77,137.77,124.6,124.6,137.77,219.6,137.77,109.5,137.77,137.77,137.77
2026-02-18 15:45:00,226.3,226.3,226.3,133.72,97.74,0.0,133.72,103.9,149.72,133.72,149.0,149.0,133.72,133.72,149.0,222.0,149.0,118.5,149.0,149.0,149.0
2026-02-18 16:00:00,226.3,226.3,226.3,109.8,50.0,22.03,109.8,50.0,134.37,109.8,141.94,134.84,115.03,109.8,134.84,134.84,129.6,100.5,134.84,134.84,141.94
2026-02-18 16:15:00,226.3,226.3,226.3,125.95,79.2,5.87,125.95,79.2,125.95,125.95,147.45,143.0,125.95,125.95,143.0,143.0,143.0,143.0,143.0,143.0,147.45
2026-02-18 16:30:00,234.96,234.96,234.96,141.55,90.2,8.13,141.55,105.69,157.71,141.55,221.41,143.53,149.88,141.55,149.88,149.88,149.88,143.53,149.88,150.0,150.0
2026-02-18 16:45:00,165.04,165.04,165.04,134.09,122.49,15.97,134.09,122.49,165.04,134.09,254.6,154.23,137.77,134.09,163.55,163.55,156.15,154.23,163.55,165.04,165.04
2026-02-18 17:00:00,166.45,166.45,166.45,132.94,55.4,12.05,132.94,62.42,165.88,132.94,308.0,166.45,137.77,132.94,166.45,166.45,137.77,166.45,166.45,166.45,166.45
2026-02-18 17:15:00,185.54,185.54,185.54,140.87,87.71,21.57,140.87,87.71,185.54,140.87,381.44,183.02,142.33,140.87,183.02,183.02,173.94,183.02,183.02,183.02,185.54
2026-02-18 17:30:00,190.3,190.3,190.3,148.01,102.7,4.79,148.01,102.7,190.3,148.01,393.43,188.97,188.97,148.01,188.97,188.97,188.97,188.97,188.97,189.26,190.3
2026-02-18 17:45:00,220.0,220.0,220.0,142.18,131.89,17.87,142.18,131.89,184.38,142.18,394.52,189.27,189.27,142.18,189.27,189.27,189.27,189.27,189.27,189.56,220.0
2026-02-18 18:00:00,195.93,195.93,195.93,148.5,118.56,2.34,148.5,118.56,195.93,148.5,304.32,185.36,185.36,148.5,185.36,185.36,185.36,185.36,185.36,185.66,195.93
2026-02-18 18:15:00,184.83,184.83,184.83,139.12,123.15,17.07,139.12,123.15,184.83,139.12,314.0,181.66,181.66,139.12,181.66,181.66,181.66,181.66,181.66,182.08,184.83
2026-02-18 18:30:00,175.37,175.37,175.37,136.78,100.7,26.32,136.78,100.7,175.37,143.67,254.5,163.95,163.95,136.78,163.95,163.95,163.95,163.95,163.95,164.28,175.37
2026-02-18 18:45:00,188.99,188.99,188.99,137.31,89.59,82.95,137.31,89.59,188.99,139.1,185.38,139.1,138.91,137.31,138.91,138.91,137.31,138.91,138.91,139.1,169.0
2026-02-18 19:00:00,195.34,195.34,195.34,152.92,121.4,36.86,123.12,121.4,195.34,123.12,251.0,156.19,156.19,123.12,156.19,156.19,156.19,156.19,156.19,156.19,169.0
2026-02-18 19:15:00,194.31,194.31,194.31,144.2,90.9,56.8,115.3,115.3,194.31,131.79,142.85,142.85,142.85,115.3,142.85,142.85,142.85,142.85,142.85,142.85,142.85
2026-02-18 19:30:00,184.84,184.84,184.84,139.57,94.22,38.01,107.68,107.68,184.84,127.0,128.07,128.07,121.45,107.68,128.07,128.07,121.45,128.07,128.07,128.07,128.07
2026-02-18 19:45:00,171.57,171.57,171.57,126.3,78.0,37.29,93.9,93.9,171.57,97.45,130.42,123.99,115.03,93.9,123.99,123.99,114.4,123.99,123.99,123.99,130.42
2026-02-18 20:00:00,180.19,180.19,180.19,148.06,102.27,37.38,113.72,102.27,180.19,113.72,124.09,124.09,120.03,113.72,120.03,124.09,120.03,124.09,124.09,124.09,124.09
2026-02-18 20:15:00,185.67,185.67,185.67,130.4,84.94,37.49,100.17,84.94,185.67,100.17,116.11,110.44,110.44,100.17,110.44,110.44,110.44,110.44,110.44,110.44,116.11
2026-02-18 20:30:00,110.17,110.17,110.17,129.63,83.27,33.9,91.47,83.27,163.73,91.47,110.17,107.44,107.44,91.47,107.44,107.44,107.44,107.44,107.44,107.44,110.17
2026-02-18 20:45:00,105.63,105.63,105.63,118.41,83.57,28.54,83.57,83.57,151.26,97.32,105.63,105.05,105.05,97.32,105.05,105.05,105.05,105.05,105.05,105.05,105.63
2026-02-18 21:00:00,170.62,170.62,170.62,122.74,93.04,24.6,105.05,93.04,170.62,105.05,126.22,111.01,111.01,91.29,111.01,111.01,111.01,111.01,111.01,111.01,126.22
2026-02-18 21:15:00,128.59,128.59,128.59,120.5,88.69,29.1,92.66,88.69,148.5,92.66,128.59,107.48,107.48,92.66,107.48,107.48,107.48,107.48,107.48,107.48,128.59
2026-02-18 21:30:00,116.79,116.79,116.79,114.52,76.69,23.97,82.07,76.69,132.94,103.77,116.79,106.81,106.81,82.07,106.81,106.81,106.81,106.81,106.81,106.81,116.79
2026-02-18 21:45:00,107.14,107.14,107.14,107.14,71.9,14.0,79.08,71.9,107.14,83.08,107.14,102.94,102.94,79.08,102.94,102.94,102.94,102.94,102.94,102.94,107.14
2026-02-18 22:00:00,121.94,121.94,121.94,121.94,88.0,21.1,94.28,88.0,121.94,94.28,113.0,113.0,113.0,94.28,113.0,113.0,113.0,113.0,113.0,113.0,113.0
2026-02-18 22:15:00,120.92,120.92,120.92,120.92,81.01,10.87,85.98,81.01,120.92,103.4,108.51,108.51,108.51,85.98,108.51,108.51,108.51,108.51,108.51,108.51,108.51
2026-02-18 22:30:00,107.64,107.64,107.64,111.64,84.6,13.89,81.07,75.46,107.64,99.04,106.01,99.04,99.04,81.07,99.04,99.04,99.04,99.04,99.04,99.04,106.01
2026-02-18 22:45:00,104.1,104.1,104.1,104.1,77.49,4.14,79.08,75.7,104.1,83.68,104.1,99.04,99.04,79.08,99.04,99.04,99.04,99.04,99.04,99.04,104.1
2026-02-18 23:00:00,99.0,99.0,99.0,102.9,81.19,6.64,88.08,88.08,99.0,92.01,99.0,99.0,99.0,88.08,99.0,99.0,99.0,99.0,99.0,99.0,99.0
2026-02-18 23:15:00,97.31,97.31,97.31,105.0,69.44,0.97,79.71,79.71,97.31,93.38,97.31,97.31,97.31,97.31,97.31,97.31,97.31,97.31,97.31,97.31,97.31
2026-02-18 23:30:00,94.86,94.86,94.86,100.74,80.45,13.51,80.45,80.45,94.86,91.23,94.86,94.86,94.86,91.23,94.86,94.86,94.86,94.86,94.86,94.86,94.86
2026-02-18 23:45:00,182.97,182.97,182.97,103.58,74.08,0.0,79.5,79.5,79.5,81.26,106.96,99.43,99.43,87.3,99.43,99.43,99.43,99.43,99.43,99.43,106.96
2026-02-19 00:00:00,110.22,110.22,110.22,95.13,25.75,1.38,81.27,25.75,95.13,81.27,110.22,98.24,98.24,81.27,98.24,98.24,98.24,98.24,98.24,98.24,110.22
2026-02-19 00:15:00,90.01,90.01,90.01,88.0,70.63,9.08,82.92,70.63,88.0,82.92,90.01,90.01,90.01,90.01,90.01,90.01,90.01,90.01,90.01,90.01,90.01
2026-02-19 00:30:00,104.0,104.0,104.0,90.72,75.58,0.25,80.38,75.58,90.72,80.38,104.0,90.03,90.03,87.49,90.03,90.03,90.03,90.03,90.03,90.03,104.0
2026-02-19 00:45:00,121.81,121.81,121.81,88.06,79.43,0.25,79.43,79.43,88.06,79.43,121.81,90.02,90.02,79.43,90.02,90.02,90.02,90.02,90.02,90.02,121.81
2026-02-19 01:00:00,121.38,121.38,121.38,88.46,37.54,3.5,83.29,83.29,88.46,83.29,121.38,90.04,90.04,83.29,90.04,90.04,90.04,90.04,90.04,90.04,121.38
2026-02-19 01:15:00,99.61,99.61,99.61,85.68,48.03,1.98,79.55,79.55,85.68,79.55,99.61,90.03,90.03,79.55,90.03,90.03,90.03,90.03,90.03,90.03,99.61
2026-02-19 01:30:00,105.0,105.0,105.0,87.42,78.34,8.14,78.34,78.34,87.42,78.34,105.0,90.04,90.04,78.34,90.04,90.04,90.04,90.04,90.04,90.04,105.0
2026-02-19 01:45:00,98.94,98.94,98.94,83.8,1.98,1.98,78.22,78.22,83.8,78.22,98.94,90.05,90.05,82.76,90.05,90.05,90.05,90.05,90.05,90.05,98.94
2026-02-19 02:00:00,110.26,110.26,110.26,87.37,45.42,0.75,79.27,79.27,87.37,86.94,110.26,90.07,90.07,86.94,90.07,90.07,90.07,90.07,90.07,90.07,110.26
2026-02-19 02:15:00,113.21,113.21,113.21,87.48,33.1,0.03,77.99,77.99,87.48,77.99,113.21,94.44,94.44,77.99,94.44,94.44,94.44,94.44,94.44,94.44,113.21
2026-02-19 02:30:00,111.59,111.59,111.59,86.2,32.64,0.18,77.74,77.74,86.2,77.74,111.59,90.1,90.1,77.74,90.1,90.1,90.1,90.1,90.1,90.1,111.59
2026-02-19 02:45:00,110.0,110.0,110.0,84.9,24.4,0.01,77.0,77.0,84.9,77.0,110.0,90.09,90.09,77.0,90.09,90.09,90.09,90.09,90.09,90.09,110.0
2026-02-19 03:00:00,119.39,119.39,119.39,82.85,44.36,-3.99,79.66,79.66,82.85,79.66,119.39,90.1,90.1,79.66,90.1,90.1,90.1,90.1,90.1,90.1,119.39
2026-02-19 03:15:00,108.0,108.0,108.0,81.52,36.46,-5.0,78.0,78.0,81.52,78.0,108.0,97.1,97.1,79.53,97.1,97.1,97.1,97.1,97.1,97.1,108.0
2026-02-19 03:30:00,97.01,97.01,97.01,84.46,37.84,-5.0,77.66,77.66,84.46,77.66,97.01,90.1,90.1,77.66,90.1,90.1,90.1,90.1,90.1,90.1,97.01
2026-02-19 03:45:00,97.71,97.71,97.71,85.64,13.7,-5.0,76.88,76.88,85.64,76.88,97.71,97.71,97.71,76.88,97.71,97.71,97.71,97.71,97.71,97.71,97.71
2026-02-19 04:00:00,95.0,95.0,95.0,83.63,44.4,-3.1,76.0,76.0,83.63,76.0,95.0,90.09,90.09,83.76,90.09,90.09,90.09,90.09,90.09,90.09,95.0
2026-02-19 04:15:00,118.31,118.31,118.31,87.61,35.24,-5.0,77.0,77.0,87.61,77.0,118.31,90.1,90.1,77.0,90.1,90.1,90.1,90.1,90.1,90.1,118.31
2026-02-19 04:30:00,95.01,95.01,95.01,92.74,26.44,-0.81,78.09,78.09,92.74,78.09,95.01,95.01,95.01,78.09,95.01,95.01,95.01,95.01,95.01,95.01,95.01
2026-02-19 04:45:00,229.92,229.92,229.92,95.86,21.12,-0.54,78.84,78.84,95.86,78.84,117.98,102.0,102.0,78.84,102.0,102.0,102.0,102.0,102.0,102.0,117.98
2026-02-19 05:00:00,114.05,114.05,114.05,86.39,39.2,0.75,79.1,79.1,86.39,79.1,114.05,110.33,106.2,79.1,106.2,106.2,106.2,106.2,106.2,110.33,114.05
2026-02-19 05:15:00,121.97,121.97,121.97,88.05,28.28,0.75,79.26,79.26,88.05,79.26,121.97,121.97,110.6,79.26,110.6,110.6,102.2,110.6,110.6,121.97,121.97
2026-02-19 05:30:00,137.14,137.14,137.14,89.18,32.5,1.72,83.48,83.48,89.18,88.64,112.72,137.14,109.32,88.64,109.32,109.32,103.15,109.32,109.32,122.15,122.15
2026-02-19 05:45:00,152.78,152.78,152.78,92.98,45.22,1.91,85.0,85.0,92.98,85.0,124.52,152.78,115.72,85.0,115.72,115.72,98.85,115.72,115.72,152.78,152.78
2026-02-19 06:00:00,97.0,97.0,97.0,97.0,76.69,5.6,76.69,76.69,97.0,78.76,97.0,97.0,97.0,78.76,97.0,97.0,97.0,78.31,97.0,97.0,97.0
2026-02-19 06:15:00,120.0,120.0,120.0,108.82,78.7,21.83,79.9,78.7,120.0,80.0,120.0,120.0,116.13,80.0,116.13,116.13,98.1,104.85,116.13,120.0,120.0
2026-02-19 06:30:00,134.56,134.56,134.56,120.02,78.2,13.5,85.02,78.2,130.97,85.02,134.56,134.56,134.56,85.02,134.56,134.56,98.2,134.56,134.56,134.56,134.56
2026-02-19 06:45:00,325.12,325.12,325.12,127.88,85.3,9.75,94.44,85.3,127.88,94.44,325.12,325.12,252.3,94.44,252.3,252.3,112.7,252.3,252.3,325.12,325.12
2026-02-19 07:00:00,301.17,301.17,301.17,105.66,75.96,19.21,75.96,75.96,216.04,81.96,301.17,301.17,216.77,81.96,216.77,216.77,104.0,216.77,216.77,301.17,301.17
2026-02-19 07:15:00,387.1,387.1,387.1,130.0,86.87,52.98,86.87,86.87,194.78,86.87,387.1,387.1,292.1,86.87,292.1,292.1,110.75,292.1,292.1,387.1,387.1
2026-02-19 07:30:00,438.66,438.66,438.66,128.92,81.45,39.28,90.24,78.4,186.86,90.24,438.66,438.66,348.89,90.24,348.89,348.89,115.6,348.89,348.89,438.66,438.66
2026-02-19 07:45:00,452.51,452.51,452.51,123.93,83.2,45.24,90.26,83.2,189.36,93.56,452.51,452.51,360.9,93.56,360.9,360.9,228.65,360.9,360.9,452.51,452.51
2026-02-19 08:00:00,481.63,481.63,481.63,127.45,77.01,47.04,91.45,77.01,161.9,104.0,481.63,481.63,378.39,88.15,378.39,158.32,191.15,372.91,378.39,481.63,481.63
2026-02-19 08:15:00,525.61,525.61,525.61,122.0,92.88,52.56,92.88,92.88,168.66,92.88,525.61,525.61,416.53,92.88,416.53,157.52,164.8,414.94,416.53,525.61,525.61
2026-02-19 08:30:00,525.61,525.61,525.61,122.42,94.56,53.75,94.56,94.56,150.95,94.56,525.61,525.61,416.53,94.56,416.53,158.02,164.9,414.94,416.53,525.61,525.61
2026-02-19 08:45:00,387.1,503.68,387.1,124.41,82.25,42.34,91.67,82.25,124.41,91.67,503.68,387.1,378.39,91.67,378.39,157.17,378.39,372.91,378.39,503.68,503.68
2026-02-19 09:00:00,355.0,476.35,355.0,130.27,78.03,58.1,99.64,99.64,133.05,99.64,476.35,355.0,210.26,99.64,354.89,354.89,210.26,354.89,354.89,476.35,476.35
2026-02-19 09:15:00,344.99,446.0,344.99,123.74,74.1,55.26,98.01,98.01,110.7,98.01,446.0,344.99,201.75,98.01,298.25,273.75,201.75,294.84,317.37,446.0,446.0
2026-02-19 09:30:00,328.01,413.0,328.01,112.85,72.6,54.49,97.02,94.7,112.85,97.02,413.0,328.01,188.82,97.02,279.79,261.86,188.82,270.82,294.49,413.0,413.0
2026-02-19 09:45:00,388.83,388.83,388.83,112.39,67.27,43.75,93.01,87.74,110.02,93.01,388.83,388.83,252.8,93.01,252.8,208.36,111.75,252.8,252.8,388.83,388.83
2026-02-19 10:00:00,249.61,336.79,249.61,127.94,57.55,50.91,98.62,98.62,127.94,98.62,336.79,249.61,163.05,98.62,258.0,288.11,163.05,243.39,258.0,336.79,336.79
2026-02-19 10:15:00,246.7,246.7,246.7,110.74,68.36,49.99,96.35,82.3,110.74,96.35,246.7,246.7,164.9,96.35,169.0,222.44,164.9,222.44,222.44,246.7,246.7
2026-02-19 10:30:00,246.02,246.02,246.02,111.35,63.9,38.49,93.11,67.1,111.35,93.11,246.02,246.02,156.2,93.11,156.69,209.67,156.2,209.67,209.67,246.02,246.02
2026-02-19 10:45:00,230.07,230.07,230.07,108.41,74.18,28.06,90.33,60.0,108.41,90.33,230.07,230.07,122.7,90.33,156.8,185.28,122.7,185.28,185.28,230.07,230.07
